ACCESSION_NUMBER,HOLDING_ID,ISSUER_NAME,ISSUER_LEI,ISSUER_TITLE,ISSUER_CUSIP,BALANCE,UNIT,OTHER_UNIT_DESC,CURRENCY_CODE,CURRENCY_VALUE,EXCHANGE_RATE,PERCENTAGE,PAYOFF_PROFILE,ASSET_CAT,OTHER_ASSET,ISSUER_TYPE,OTHER_ISSUER,INVESTMENT_COUNTRY,IS_RESTRICTED_SECURITY,FAIR_VALUE_LEVEL,DERIVATIVE_CAT
0001752724-25-204874,152747588,Telenor ASA,549300IM1QSBY4SLPM26,Telenor ASA,R21882106,735926,NS,,NOK,11459984.33,10.0794,0.053665156604,Long,EC,,CORP,,NO,N,2,
0001752724-25-204874,152745327,UBS Group AG,549300SZJ9VS8SGXAN81,UBS Group AG.,902613BL1,9375000,PA,,USD,9734792.91,,0.04558637874,Long,DBT,,CORP,,CH,Y,2,
0001752724-25-204874,152745578,JP Morgan Mortgage Trust 2021-8,,JP Morgan Mortgage Trust,46592TBS1,28758995.85,PA,,USD,184092.08,,0.000862071885,Long,ABS-CBDO,,CORP,,US,Y,2,
0001752724-25-204874,152745655,Fannie Mae,B1V7KEBTPIMZEU4LTD58,Fannie Mae Pool,3138WHS86,819228.67,PA,,USD,756986.88,,0.003544840751,Long,ABS-MBS,,USGSE,,US,N,2,
0001752724-25-204874,152745007,Mediobanca Banca di Credito Finanziario SpA,PSNL19R2RXX5U3QWHI44,Mediobanca S.p.A.,T10584117,532061,NS,,EUR,12381571.74,.848932,0.05798079363,Long,EC,,CORP,,IT,N,2,
0001752724-25-204874,152747859,Freddie Mac Pool,S6XOOCT0IEG5ABCC6L87,Freddie Mac Pool,3132WWZY1,3365382.63,PA,,USD,3240617.83,,0.015175261879,Long,ABS-MBS,,USGSE,,US,N,2,
0001752724-25-204874,152745097,Zimmer Biomet Holdings Inc,2P2YLDVPES3BXQ1FRB91,"Zimmer Biomet Holdings, Inc",98956P102,3897,NS,,USD,355445.37,,0.001664490185,Long,EC,,CORP,,US,N,1,
0001752724-25-204874,152745855,Tampa Bay Water,,Tampa Bay Water,875124JS9,315000,PA,,USD,313608.05,,0.001468573135,Long,DBT,,MUN,,US,N,2,
0001752724-25-204874,152745894,Fannie Mae,B1V7KEBTPIMZEU4LTD58,Fannie Mae Pool,31418EJ50,62049909.23,PA,,USD,57719931.92,,0.27029261965,Long,ABS-MBS,,USGSE,,US,N,2,
0001752724-25-204874,152746002,COMMONWEALTH EDISON CO,D8YOXB8L2ZDC8P7Q0771,Commonwealth Edison Co,202795JU5,17500000,PA,,USD,10578757.7,,0.049538522244,Long,DBT,,CORP,,US,N,2,
0001752724-25-204874,152747648,Goldman Sachs Group Inc/The,784F5XWPLTWKTBV3E584,"Goldman Sachs Group, Inc",38141G104,152769,NS,,USD,108122259.75,,0.506318144498,Long,EC,,CORP,,US,N,1,
0001752724-25-204874,152747768,JP Morgan Mortgage Trust,,JP Morgan Mortgage Trust,46643UDN6,779664.93,PA,,USD,759413.84,,0.003556205792,Long,ABS-CBDO,,CORP,,US,Y,2,
0001752724-25-204874,152746086,COMM Mortgage Trust,,COMM Mortgage Trust,12593ABF1,436196.69,PA,,USD,423911.78,,0.001985106733,Long,ABS-MBS,,CORP,,US,N,2,
0001752724-25-204874,152745203,Iberdrola SA,5QK37QC7NWOJ8D7WVQ45,Iberdrola S.A.,E6165F166,1766339,NS,,EUR,33980890.4,.848932,0.159126727609,Long,EC,,CORP,,ES,N,2,
0001752724-25-204874,152745450,"Helios Issuer, LLC",,Sunnova Helios XII Issuer LLC,86745YAB0,2169510.1,PA,,USD,1615248.43,,0.007563933549,Long,ABS-O,,CORP,,US,Y,2,
0001752724-25-204874,152745664,Expeditors International of Washington Inc,984500B055A804AB6E40,"Expeditors International Washington, Inc",302130109,450,NS,,USD,51412.5,,0.000240755989,Long,EC,,CORP,,US,N,1,
0001752724-25-204874,152745725,Fannie Mae,B1V7KEBTPIMZEU4LTD58,Fannie Mae Pool,3138XTA88,268655.53,PA,,USD,262406.32,,0.001228804145,Long,ABS-MBS,,USGSE,,US,N,2,
0001752724-25-204874,152746136,Fannie Mae,B1V7KEBTPIMZEU4LTD58,Fannie Mae REMICS,3136BPJA0,3889468.66,PA,,USD,3886683.02,,0.01820067523,Long,ABS-CBDO,,USGSE,,US,N,2,
0001752724-25-204874,152746451,Pool Corp,5493005VZK1KMN6CO617,Pool Corp,73278L105,21474,NS,,USD,6259241.52,,0.029310962975,Long,EC,,CORP,,US,N,1,
0001752724-25-204874,152745672,Regions Financial Corp,CW05CS5KW59QTC0DG824,Regions Financial Corp,7591EP100,11713,NS,,USD,275489.76,,0.001290071669,Long,EC,,CORP,,US,N,1,
0001752724-25-204874,152747855,Procter & Gamble Co/The,2572IBTT8CCZW6AU4141,Procter & Gamble Co,742718GG8,10875000,PA,,USD,10907073.53,,0.05107596941,Long,DBT,,CORP,,US,N,2,
0001752724-25-204874,152745345,DELTA AIR LINES 2020-A,,Delta Air Lines Pass Through Trust,247361ZW1,12497439.35,PA,,USD,11806202.73,,0.05528643846,Long,ABS-O,,CORP,,US,N,2,
0001752724-25-204874,152747742,Fannie Mae,B1V7KEBTPIMZEU4LTD58,Fannie Mae Pool,31418EMS6,154670.58,PA,,USD,152329.17,,0.000713331583,Long,ABS-MBS,,USGSE,,US,N,2,
0001752724-25-204874,152745050,OMERS FINANCE TRUST,529900M039WCPES03P17,OMERS Finance Trust,BV6928360,750000,PA,,USD,579900.01,,0.002715573071,Long,DBT,,NUSS,,CA,N,2,
0001752724-25-204874,152745975,SAN FRANCISCO CITY & CNTY CA P,,City of San Francisco CA Public Utilities Commission Water Revenue,79765RQ36,3725000,PA,,USD,3388879.84,,0.015869547644,Long,DBT,,MUN,,US,N,2,
0001752724-25-204874,152745995,Kimberly-Clark Corp,MP3J6QPYPGN75NVW2S34,Kimberly-Clark Corp,494368103,1125,NS,,USD,145035,,0.000679174226,Long,EC,,CORP,,US,N,1,
0001752724-25-204874,152746763,Citigroup Inc,6SHGI4ZSSLCXXQSBB395,"Citigroup, Inc",172967424,1148124,NS,,USD,97728314.88,,0.457645069289,Long,EC,,CORP,,US,N,1,
0001752724-25-204874,152747811,International Development Association,P41R60HC414IWQA1XW02,International Development Association,45939E2C3,12125000,PA,,USD,12368365.6,,0.057918951523,Long,DBT,,NUSS,,,Y,2,
0001752724-25-204874,152745701,Charter Communications Inc,0J0XRGZE3PBRFEZ7MV65,"Charter Communications, Inc",16119P108,736,NS,,USD,300884.16,,0.001408989323,Long,EC,,CORP,,US,N,1,
0001752724-25-204874,152745786,Williams-Sonoma Inc,549300IARG6YWVTZ1I92,"Williams-Sonoma, Inc",969904101,1624,NS,,USD,265312.88,,0.001242415071,Long,EC,,CORP,,US,N,1,
0001752724-25-204874,152746371,Freddie Mac,S6XOOCT0IEG5ABCC6L87,Freddie Mac REMICS,3137H9U98,2864228.52,PA,,USD,2817773.02,,0.013195151584,Long,ABS-CBDO,,USGSE,,US,N,2,
0001752724-25-204874,152746861,Brambles Ltd,,Brambles Ltd,Q6634U106,988068,NS,,AUD,15259520.58,1.51941,0.07145773834,Long,EC,,CORP,,AU,N,2,
0001752724-25-204874,152745555,Orkla ASA,549300PZS8G8RG6RVZ52,Orkla ASA,R67787102,810713,NS,,NOK,8829868.49,10.0794,0.041348771662,Long,EC,,CORP,,NO,N,2,
0001752724-25-204874,152747921,EXP-IMP IMB,549300NMMHVYCBECJ059,Export-Import Bank of the United States,302155BB1,125705.33,PA,,USD,124943.75,,0.000585090321,Long,DBT,,USGSE,,US,N,2,
0001752724-25-204874,152746418,Freddie Mac REMICS,S6XOOCT0IEG5ABCC6L87,Freddie Mac REMICS,3137F3B45,5549245.6,PA,,USD,5280954,,0.024729808983,Long,ABS-CBDO,,USGSE,,US,N,2,
0001752724-25-204874,152746920,Bank,,BANK,06540BAJ8,4000000,PA,,USD,2927613.6,,0.01370951633,Long,ABS-MBS,,CORP,,US,Y,2,
0001752724-25-204874,152745473,Canadian Imperial Bank of Commerce,2IGI19DL77OX0HC3ZE78,Canadian Imperial Bank of Commerce,13607PNF7,16775000,PA,,USD,16822406.15,,0.078776465526,Long,DBT,,CORP,,CA,N,2,
0001752724-25-204874,152746125,American Tower Corp,5493006ORUSIL88JOE18,American Tower Corp,03027X100,2351,NS,,USD,519618.02,,0.00243328277,Long,EC,,CORP,,US,N,1,
0001752724-25-204874,152745917,Prologis Inc,529900DFH19P073LZ636,"Prologis, Inc",74340W103,642185,NS,,USD,67506487.2,,0.316121392761,Long,EC,,CORP,,US,N,1,
0001752724-25-204874,152745193,HONOLULU CITY & CNTY HI,,City & County of Honolulu HI,438687EQ4,1615000,PA,,USD,1500339.2,,0.007025833178,Long,DBT,,MUN,,US,N,2,
0001752724-25-204874,152745323,McCormick & Co Inc/MD,549300JQQA6MQ4OJP259,"McCormick & Co, Inc",579780206,2818,NS,,USD,213660.76,,0.001000536982,Long,EC,,CORP,,US,N,1,
0001752724-25-204874,152746656,Freddie Mac - STACR,5493000IS349P4O9HR58,Freddie Mac STACR REMIC Trust,35564KYP8,15033292,PA,,USD,15990327.91,,0.074879984713,Long,ABS-CBDO,,CORP,,US,Y,2,
0001752724-25-204874,152745381,DNB Bank ASA,549300GKFG0RYRRQ1414,DNB Bank ASA,R1R15X100,588871,NS,,NOK,16284977.51,10.0794,0.076259778653,Long,EC,,CORP,,NO,N,2,
0001752724-25-204874,152746583,"Bank of America, N.A.",B4TYDEB6GKMZO031MB27,CAD250711,CAD250711,1,NC,,USD,-107164.07,,-0.0005018311,,DFE,,CORP,,US,N,2,FWD
0001752724-25-204874,152746888,Flagstar Mortgage Trust 2018-2,,Flagstar Mortgage Trust,33851HBC6,2013761.05,PA,,USD,1847092.72,,0.008649620909,Long,ABS-CBDO,,CORP,,US,Y,2,
0001752724-25-204874,152745024,UNILEVER CAPITAL CORP,MYF1DAS6G5WY7PRWCU78,Unilever Capital Corp,904764BK2,6125000,PA,,USD,5315767.14,,0.024892832994,Long,DBT,,CORP,,US,N,2,
0001752724-25-204874,152746211,Spotify Technology SA,549300B4X0JHWV0DTD60,Spotify Technology S.A.,L8681T102,47562,NS,,USD,36496225.08,,0.17090561191,Long,EC,,CORP,,US,N,1,
0001752724-25-204874,152745251,MTR Corp Ltd,254900IH4U9NHH9AQM97,MTR Corp,Y6146T101,1875864,NS,,HKD,6745405.93,7.84995,0.031587588182,Long,EC,,CORP,,HK,N,2,
0001752724-25-204874,152745056,Atlas Copco AB,213800T8PC8Q4FYJZR07,Atlas Copco AB,W1R924229,982989,NS,,SEK,13990469.88,9.4609,0.065514989852,Long,EC,,CORP,,SE,N,2,
0001752724-25-204874,152746013,Fannie Mae,B1V7KEBTPIMZEU4LTD58,Fannie Mae Pool,3140J8J38,1104154.62,PA,,USD,1074202.62,,0.005030308084,Long,ABS-MBS,,USGSE,,US,N,2,
0001752724-25-204874,152745804,Sumitomo Mitsui Financial Group Inc,35380028MYWPB6AUO129,"Sumitomo Mitsui Financial Group, Inc",J7771X109,1130900,NS,,JPY,28477140.76,144.005,0.133353604554,Long,EC,,CORP,,JP,N,2,
0001752724-25-204874,152747716,GS Mortgage-Backed Securities,,GS Mortgage-Backed Securities Trust,36262PAD3,4074649.31,PA,,USD,3304098.9,,0.015472532928,Long,ABS-CBDO,,CORP,,US,Y,2,
0001752724-25-204874,152747200,SANDALWOOD 2013 LLC,,Sandalwood LLC,79977TAA7,71903.82,PA,,USD,71871.52,,0.000336562098,Long,DBT,,CORP,,US,N,2,
0001752724-25-204874,152745734,Auckland International Airport Ltd,549300HFZIZDJWB7AK60,Auckland International Airport Ltd,Q06213146,1983051,NS,,NZD,9361911.06,1.640555,0.043840236486,Long,EC,,CORP,,NZ,N,1,
0001752724-25-204874,152745358,FANNIE MAE,B1V7KEBTPIMZEU4LTD58,Federal National Mortgage Association,3136G42Q5,9000000,PA,,USD,6798996.81,,0.031838545154,Long,DBT,,USGSE,,US,N,2,
0001752724-25-204874,152747972,New Hampshire Business Finance Authority,,New Hampshire Business Finance Authority,63609FAD1,22250000,PA,,USD,22250000,,0.104192963975,Long,DBT,,MUN,,US,Y,2,
0001752724-25-204874,152746382,Freddie Mac - STACR,5493000IRLADKYZNON28,Freddie Mac STACR REMIC Trust,35564KB32,7881000,PA,,USD,8324112.38,,0.038980401857,Long,ABS-CBDO,,USGSE,,US,Y,2,
0001752724-25-204874,152745632,AerCap Holdings NV,549300SZYINBBLJQU475,AerCap Holdings NV,N00985106,125264,NS,,USD,14655888,,0.068631029681,Long,EC,,CORP,,US,N,1,
0001752724-25-204874,152746069,Recruit Holdings Co Ltd,353800R2LRSMVVC4I806,Recruit Holdings Co Ltd,J6433A101,460300,NS,,JPY,27068676.82,144.005,0.126758007585,Long,EC,,CORP,,JP,N,2,
0001752724-25-204874,152746339,Metso Oyj,549300R0VN9C371W0E07,Metso Outotec Oyj,X5404W104,739265,NS,,EUR,9580748.38,.848932,0.044865014418,Long,EC,,CORP,,FI,N,2,
0001752724-25-204874,152745512,Government National Mortgage Association,549300M8ZYFG0OCMTT87,Government National Mortgage Association,38384MGW1,6692172.12,PA,,USD,4783100.19,,0.022398444305,Long,ABS-CBDO,,USGSE,,US,N,2,
0001752724-25-204874,152745127,Wartsila OYJ Abp,743700G7A9J1PHM3X223,Wartsila Oyj (B Shares),X98155116,582629,NS,,EUR,13770065.25,.848932,0.064482872473,Long,EC,,CORP,,FI,N,2,
0001752724-25-204874,152747586,Asian Infrastructure Investment Bank/The,25490065OSV2524LCR32,Asian Infrastructure Investment Bank,04522KAP1,10275000,PA,,USD,10553797.74,,0.049421638999,Long,DBT,,NUSS,,,N,2,
0001752724-25-204874,152746574,THE REINVESTMENT FUND,254900M05GOONA6Z9I72,"Reinvestment Fund, Inc",75936LAB0,2570000,PA,,USD,2539446.25,,0.01189179468,Long,DBT,,CORP,,US,N,2,
0001752724-25-204874,152747326,Mosaic Solar Loans LLC,,Mosaic Solar Loans LLC,61946RAA7,2666328.5,PA,,USD,2195751.65,,0.010282331351,Long,ABS-O,,CORP,,US,Y,2,
0001752724-25-204874,152746060,Nederlandse Waterschapsbank NV,JLP5FSPH9WPSHY3NIM24,Nederlandse Waterschapsbank NV,639832AJ3,10250000,PA,,USD,10494120.77,,0.049142181903,Long,DBT,,CORP,,NL,Y,2,
0001752724-25-204874,152746116,Redeia Corp SA,5493009HMD0C90GUV498,Redeia Corp S.A.,E42807110,172805,NS,,EUR,3697636.62,.848932,0.017315403107,Long,EC,,CORP,,ES,N,2,
0001752724-25-204874,152747428,Fannie Mae Pool,B1V7KEBTPIMZEU4LTD58,Fannie Mae Pool,3140XLXH6,8622064.78,PA,,USD,8529245.49,,0.039941005306,Long,ABS-MBS,,USGSE,,US,N,2,
0001752724-25-204874,152747738,WB Commercial Mortgage Trust 2024-HQ,,WB Commercial Mortgage Trust,92943PAA9,1095000,PA,,USD,1099674.56,,0.005149588845,Long,ABS-MBS,,USGSE,,US,Y,2,
0001752724-25-204874,152745845,Fannie Mae,B1V7KEBTPIMZEU4LTD58,Fannie Mae Pool,31403C6L0,418755.14,PA,,USD,424889.45,,0.001989684995,Long,ABS-MBS,,USGSE,,US,N,2,
0001752724-25-204874,152745329,Tesla Electric Vehicle Trust 2023-1,,Tesla Electric Vehicle Trust,881943AD6,4650000,PA,,USD,4688969.33,,0.021957645504,Long,ABS-O,,CORP,,US,Y,2,
0001752724-25-204874,152746845,James Hardie Industries PLC,635400NSGXKTVOO7JU45,James Hardie Industries plc,G4253H119,148640,NS,,AUD,3991477,1.51941,0.018691407607,Long,EC,,CORP,,AU,N,2,
0001752724-25-204874,152747270,Amcor Group Finance PLC,2549008XHB8M1L64J275,Amcor Group Finance plc,02344BAA4,10000000,PA,,USD,10281904.3,,0.048148408284,Long,DBT,,CORP,,GB,N,2,
0001752724-25-204874,152746053,Toray Industries Inc,35380099TCYR5FHT0A11,"Toray Industries, Inc",J89494116,1637600,NS,,JPY,11209782.41,144.005,0.052493503587,Long,EC,,CORP,,JP,N,2,
0001752724-25-204874,152746094,JP Morgan Mortgage Trust,,JP Morgan Mortgage Trust,46652VBP9,13199211.55,PA,,USD,96652.55,,0.000452607445,Long,ABS-CBDO,,CORP,,US,Y,2,
0001752724-25-204874,152745232,Government National Mortgage Association,549300M8ZYFG0OCMTT87,Government National Mortgage Association,38384CKJ7,11092915.02,PA,,USD,7541699.09,,0.035316493555,Long,ABS-CBDO,,USGSE,,US,N,2,
0001752724-25-204874,152745333,Citizens Financial Group Inc,2138004JDDA4ZQUPFW65,"Citizens Financial Group, Inc",174610105,1366,NS,,USD,61128.5,,0.000286254363,Long,EC,,CORP,,US,N,1,
0001752724-25-204874,152746495,SANDALWOOD 2013 LLC,,Sandalwood LLC,79977TAC3,333100.71,PA,,USD,331492.4,,0.001552322502,Long,DBT,,CORP,,US,N,2,
0001752724-25-204874,152747857,Deutsche Bank AG/New York NY,7LTWFZYICNSX8D621K86,Deutsche Bank AG.,251526CU1,7500000,PA,,USD,7999660.5,,0.037461048912,Long,DBT,,CORP,,DE,N,2,
0001752724-25-204874,152746111,PG&E Recovery Funding LLC,,PG&E Recovery Funding LLC,71710TAJ7,4750000,PA,,USD,4674565.58,,0.021890195194,Long,DBT,,CORP,,US,N,2,
0001752724-25-204874,152745321,Xylem Inc/NY,549300DF5MV96DRYLQ48,"Xylem, Inc",98419M100,107357,NS,,USD,13887701.52,,0.065033743109,Long,EC,,CORP,,US,N,1,
0001752724-25-204874,152745054,Nasdaq Inc,549300L8X1Q78ERXFD06,"Nasdaq Stock Market, Inc",631103108,188823,NS,,USD,16884552.66,,0.079067487058,Long,EC,,CORP,,US,N,1,
0001752724-25-204874,152745841,Alcon AG,549300LDT5AP8S0NBM78,"Alcon, Inc",H01301128,201255,NS,,CHF,17847880.58,.79345,0.083578587789,Long,EC,,CORP,,CH,N,2,
0001752724-25-204874,152746171,Nutrien Ltd,5493002QQ7GD21OWF963,Nutrien Ltd,67077MBD9,11125000,PA,,USD,11309487.99,,0.052960407852,Long,DBT,,CORP,,CA,N,2,
0001752724-25-204874,152747302,Fannie Mae,B1V7KEBTPIMZEU4LTD58,Fannie Mae Pool,3138WHEZ1,2761640.46,PA,,USD,2551821.13,,0.011949744137,Long,ABS-MBS,,USGSE,,US,N,2,
0001752724-25-204874,152744987,Freddie Mac Multiclass Certificates Series 2024-P016,S6XOOCT0IEG5ABCC6L87,Freddie Mac Multiclass Certificates Series,3137HDJU5,13750000,PA,,USD,13844905.25,,0.064833335458,Long,ABS-MBS,,USGSE,,US,N,2,
0001752724-25-204874,152745369,Merck KGaA,529900OAREIS0MOPTW25,Merck KGaA,D5357W103,104336,NS,,EUR,13528039.45,.848932,0.063349506834,Long,EC,,CORP,,DE,N,2,
0001752724-25-204874,152747589,Stockland,,Stockland Trust Group,Q8773B105,164003,NS,,AUD,579606.14,1.51941,0.002714196928,Long,EC,,CORP,,AU,N,2,
0001752724-25-204874,152746742,AMEREN ILLINOIS CO,RC71E2BZ6UOMFPDJSE79,Ameren Illinois Co,02361DAX8,12325000,PA,,USD,7764595.69,,0.036360280405,Long,DBT,,CORP,,US,N,2,
0001752724-25-204874,152745720,Dassault Systemes SE,96950065LBWY0APQIM86,Dassault Systemes SE,F24571451,383124,NS,,EUR,13885043.47,.848932,0.065021295913,Long,EC,,CORP,,FR,N,2,
0001752724-25-204874,152745208,Federal Home Loan Bank Discount Notes,2549001DPIFGXC1TOL40,Federal Home Loan Bank Discount Notes,313385LA2,10000000,PA,,USD,9929666.7,,0.046498939539,Long,STIV,,USGSE,,US,N,2,
0001752724-25-204874,152745124,Stora Enso Oyj,7437000ZP669LKUTZ738,Stora Enso Oyj (R Shares),X8T9CM113,624898,NS,,EUR,6793633.64,.848932,0.031813430342,Long,EC,,CORP,,FI,N,2,
0001752724-25-204874,152745420,GS Mortgage-Backed Securities,,GS Mortgage-Backed Securities Trust,36263NBL8,1999287.63,PA,,USD,1656922.82,,0.007759087626,Long,ABS-CBDO,,CORP,,US,Y,2,
0001752724-25-204874,152745563,JP Morgan Mortgage Trust,,JP Morgan Mortgage Trust,46654VAC7,2949914.71,PA,,USD,2551011.31,,0.011945951888,Long,ABS-CBDO,,CORP,,US,Y,2,
0001752724-25-204874,152745825,Hong Kong Exchanges & Clearing Ltd,213800YTVSXYQN17BW16,Hong Kong Exchanges and Clearing Ltd,Y3506N139,451846,NS,,HKD,24303229.86,7.84995,0.113807890035,Long,EC,,CORP,,HK,N,2,
0001752724-25-204874,152746057,Compass Group PLC,2138008M6MH9OZ6U2T68,Compass Group plc,G23296208,606607,NS,,GBP,20546974.24,.728518,0.096217984125,Long,EC,,CORP,,GB,N,2,
0001752724-25-204874,152745032,Freddie Mac,S6XOOCT0IEG5ABCC6L87,Freddie Mac Pool,3132DMZX6,9545173.31,PA,,USD,8432545.72,,0.039488176738,Long,ABS-MBS,,USGSE,,US,N,2,
0001752724-25-204874,152746048,RWE Finance US LLC,529900J7MYLKI84UP772,RWE Finance US LLC,749983AB8,13315000,PA,,USD,13257225.28,,0.062081330158,Long,DBT,,CORP,,US,Y,2,
0001752724-25-204874,152746015,Fannie Mae,B1V7KEBTPIMZEU4LTD58,Fannie Mae Pool,31418ET59,8203696.95,PA,,USD,8060616.03,,0.037746493286,Long,ABS-MBS,,USGSE,,US,N,2,
0001752724-25-204874,152745863,AUTOMATIC DATA PROCESSNG,HGBOLILQXWER4SAL2I23,"Automatic Data Processing, Inc",053015AF0,10000000,PA,,USD,8661064.2,,0.040558289895,Long,DBT,,CORP,,US,N,2,
0001752724-25-204874,152745598,MIDAMERICAN ENERGY CO,NINLOILYRTLIMK26MZ18,MidAmerican Energy Co,595620AR6,1000000,PA,,USD,789230.16,,0.003695830545,Long,DBT,,CORP,,US,N,2,
0001752724-25-204874,152745456,EUROPEAN INVESTMENT BANK,5493006YXS1U5GIHE750,European Investment Bank,298785JH0,19749000,PA,,USD,16866770.9,,0.078984218102,Long,DBT,,NUSS,,,N,2,
0001752724-25-204874,152745228,Government National Mortgage A,549300M8ZYFG0OCMTT87,Ginnie Mae II Pool,3622AATU8,1287752.08,PA,,USD,1184096.23,,0.005544921161,Long,ABS-MBS,,USGSE,,US,N,2,
0001752724-25-204874,152746722,SAN DIEGO G & E,KNIRVXKVNJJ4P8OTMS63,San Diego Gas & Electric Co,797440CA0,19738000,PA,,USD,12419360.99,,0.058157754257,Long,DBT,,CORP,,US,N,2,
0001752724-25-204874,152746757,GS Mortgage-Backed Securities,,GS Mortgage-Backed Securities Trust,36262LAD2,7250600.77,PA,,USD,5854206.84,,0.027414254489,Long,ABS-CBDO,,CORP,,US,Y,2,
0001752724-25-204874,152747837,NEC Corp,5493000QYMPFRTEY4K28,NEC Corp,J48818207,676205,NS,,JPY,19728309.27,144.005,0.092384315373,Long,EC,,CORP,,JP,N,2,
0001752724-25-204874,152745403,J.P. Morgan Mortgage Trust 2022-4,,J.P. Morgan Mortgage Trust,46655GBL8,2911802.26,PA,,USD,2362135.81,,0.01106148006,Long,ABS-CBDO,,CORP,,US,Y,2,
0001752724-25-204874,152746978,Sequoia Mortgage Trust,,Sequoia Mortgage Trust,81748AAU8,1338026.47,PA,,USD,1145030.74,,0.005361984118,Long,ABS-CBDO,,CORP,,US,Y,2,
0001752724-25-204874,152745157,Burlington Stores Inc,5299003Z37DVGKKC1W09,"Burlington Stores, Inc",122017106,184,NS,,USD,42805.76,,0.00020045209,Long,EC,,CORP,,US,N,1,
0001752724-25-204874,152745689,Freddie Mac REMICS,S6XOOCT0IEG5ABCC6L87,Freddie Mac REMICS,3137FD7J5,2217285.93,PA,,USD,2114128.92,,0.009900105995,Long,ABS-CBDO,,USGSE,,US,N,2,
0001752724-25-204874,152745198,HA Sustainable Infrastructure Capital Inc,254900ZZRL7MWL1X8E92,"HA Sustainable Infrastructure Capital, Inc",40408AAB7,9900000,PA,,USD,10079518.88,,0.0472006718,Long,DBT,,CORP,,US,N,2,
0001752724-25-204874,152746638,Consumers Energy Co,7NKTFWJ1G6MELP9TU740,Consumers Energy Co,210518DW3,6200000,PA,,USD,6263731.04,,0.029331986633,Long,DBT,,CORP,,US,N,2,
0001752724-25-204874,152745460,HSBC Holdings PLC,MLU0ZO3ML4LN2LL2TL39,HSBC Holdings plc,404280EL9,10000000,PA,,USD,10119351.7,,0.047387202118,Long,DBT,,CORP,,GB,N,2,
0001752724-25-204874,152745009,OMERS FINANCE TRUST,529900M039WCPES03P17,OMERS Finance Trust,682142AH7,4825000,PA,,USD,3730690.05,,0.017470186695,Long,DBT,,NUSS,,CA,Y,2,
0001752724-25-204874,152745101,Labcorp Holdings Inc,,"Labcorp Holdings, Inc",504922105,543,NS,,USD,142542.93,,0.000667504286,Long,EC,,CORP,,US,N,1,
0001752724-25-204874,152747889,INT DEVELOPMENT FIN CORP,254900QI8QTIK0FY6E92,United States International Development Finance Corp,6903536P7,10262023.96,PA,,USD,9881673.12,,0.046274193771,Long,DBT,,USGSE,,US,N,2,
0001752724-25-204874,152745809,Fannie Mae,B1V7KEBTPIMZEU4LTD58,Fannie Mae Pool,31419ARB5,325269.5,PA,,USD,329313.33,,0.001542118288,Long,ABS-MBS,,USGSE,,US,N,2,
0001752724-25-204874,152745993,Freddie Mac,S6XOOCT0IEG5ABCC6L87,Freddie Mac Pool,3132DWDS9,20497726.65,PA,,USD,17767404.45,,0.083201731766,Long,ABS-MBS,,USGSE,,US,N,2,
0001752724-25-204874,152745325,Freddie Mac Multifamily Variab,S6XOOCT0IEG5ABCC6L87,Freddie Mac Multifamily Variable Rate Certificate,3137FWGF1,5820000,PA,,USD,4688296.05,,0.021954492649,Long,ABS-MBS,,MUN,,US,N,2,
0001752724-25-204874,152745609,Bank of New York Mellon Corp/The,WFLLPEPC7FZXENRZV188,Bank of New York Mellon Corp,064058AN0,8895000,PA,,USD,9137949.14,,0.042791460923,Long,DBT,,CORP,,US,N,2,
0001752724-25-204874,152745441,Government National Mortgage A,549300M8ZYFG0OCMTT87,Ginnie Mae II Pool,36179XFJ0,3269132.02,PA,,USD,3228868.02,,0.015120239518,Long,ABS-MBS,,USGSE,,US,N,2,
0001752724-25-204874,152745226,LIBERTY UTILITIES FIN,,Liberty Utilities Finance GP,531546AB5,14641000,PA,,USD,12855034.01,,0.060197936876,Long,DBT,,CORP,,US,Y,2,
0001752724-25-204874,152746511,RELX PLC,549300WSX3VBUFFJOO66,RELX plc,G7493L105,556617,NS,,GBP,30167342.84,.728518,0.141268533293,Long,EC,,CORP,,GB,N,2,
0001752724-25-204874,152747846,Sino Land Co Ltd,529900G5P51053HJVZ92,Sino Land Co,Y80267126,2982000,NS,,HKD,3176228.96,7.84995,0.014873739757,Long,EC,,CORP,,HK,N,2,
0001752724-25-204874,152745229,LTR INTERMEDIATE HOLDING,549300J0IFHJE2TQGX07,"Liberty Tire Recycling Holdco, LLC, Term Loan",50219UAB1,15400000,PA,,USD,14950859,,0.070012328682,Long,LON,,CORP,,US,N,2,
0001752724-25-204874,152746426,Centersquare Issuer LLC,,Centersquare Issuer LLC,15201EAD6,6270000,PA,,USD,6063441.12,,0.028394063019,Long,ABS-O,,CORP,,US,Y,2,
0001752724-25-204874,152746596,Freddie Mac,S6XOOCT0IEG5ABCC6L87,Freddie Mac Pool,3132WVAX2,5160958.19,PA,,USD,4594407.81,,0.021514829997,Long,ABS-MBS,,USGSE,,US,N,2,
0001752724-25-204874,152745057,Government National Mortgage A,549300M8ZYFG0OCMTT87,Ginnie Mae II Pool,36179XBS4,34661197.73,PA,,USD,31617418.76,,0.148058992083,Long,ABS-MBS,,USGSE,,US,N,2,
